,filename,label
25896,/shared/data/cleaned_images10M/part1/sentinel_image_38.50377670928614_-107.62022227569464.tif,PowerPlant
25897,/shared/data/cleaned_images10M/part2/sentinel_image_45.179845507721815_-93.67549445725048.tif,PowerPlant
25898,/shared/data/cleaned_images10M/part6/sentinel_image_36.99233942920473_-121.54482783177453.tif,PowerPlant
25899,/shared/data/cleaned_images10M/part6/sentinel_image_45.476927395451774_-76.22949298742208.tif,PowerPlant
25900,/shared/data/cleaned_images10M/part1/sentinel_image_41.674056564111964_-3.688737164202479.tif,PowerPlant
25901,/shared/data/cleaned_images10M/part3/sentinel_image_41.05487479637527_80.10036332064811.tif,PowerPlant
25902,/shared/data/cleaned_images10M/part2/sentinel_image_35.728439067363894_137.1469771233742.tif,PowerPlant
25903,/shared/data/cleaned_images10M/part6/sentinel_image_-19.98083699197608_-44.09423999167126.tif,PowerPlant
25904,/shared/data/cleaned_images10M/part7/sentinel_image_50.94085918007109_-1.2136988933963733.tif,PowerPlant
25905,/shared/data/cleaned_images10M/part1/sentinel_image_40.65917340926009_114.95212173557636.tif,PowerPlant
25906,/shared/data/cleaned_images10M/part2/sentinel_image_40.79641442637664_-75.10264629502254.tif,PowerPlant
25907,/shared/data/cleaned_images10M/part5/sentinel_image_46.760070679814966_-111.88614189692142.tif,PowerPlant
25908,/shared/data/cleaned_images10M/part1/sentinel_image_38.21977299442689_-1.3143102052177595.tif,PowerPlant
25909,/shared/data/cleaned_images10M/part2/sentinel_image_51.69541620310238_-3.930204312573806.tif,PowerPlant
25910,/shared/data/cleaned_images10M/part1/sentinel_image_39.39575075381525_-101.04024248257596.tif,PowerPlant
25911,/shared/data/cleaned_images10M/part7/sentinel_image_51.14328856453828_-0.9521094826607688.tif,PowerPlant
25912,/shared/data/cleaned_images10M/part6/sentinel_image_33.710827903430584_130.72797542916973.tif,PowerPlant
25913,/shared/data/cleaned_images10M/part3/sentinel_image_32.68372845118125_-114.50203600427746.tif,PowerPlant
25914,/shared/data/cleaned_images10M/part3/sentinel_image_30.2642260646546_75.17040904140018.tif,PowerPlant
25915,/shared/data/cleaned_images10M/part1/sentinel_image_-5.13901348758736_119.41926398044592.tif,PowerPlant
25916,/shared/data/cleaned_images10M/part6/sentinel_image_47.58081795464289_-111.06112913998604.tif,PowerPlant
25917,/shared/data/cleaned_images10M/part5/sentinel_image_-20.82950911995614_-47.29367970759135.tif,PowerPlant
25918,/shared/data/cleaned_images10M/part1/sentinel_image_31.74740475685768_121.00892270722385.tif,PowerPlant
25919,/shared/data/cleaned_images10M/part2/sentinel_image_29.95089221585103_102.23485192135313.tif,PowerPlant
25920,/shared/data/cleaned_images10M/part3/sentinel_image_17.974115708647574_78.55094911859877.tif,PowerPlant
25921,/shared/data/cleaned_images10M/part1/sentinel_image_34.60993981089232_-81.82348192469117.tif,PowerPlant
25922,/shared/data/cleaned_images10M/part7/sentinel_image_39.984148542891006_-3.366780966374042.tif,PowerPlant
25923,/shared/data/cleaned_images10M/part1/sentinel_image_34.14492874231452_-118.12404322984736.tif,PowerPlant
25924,/shared/data/cleaned_images10M/part1/sentinel_image_46.31714904462897_16.493891987167633.tif,PowerPlant
25925,/shared/data/cleaned_images10M/part5/sentinel_image_6.950573518393148_79.87901843464105.tif,PowerPlant
25926,/shared/data/cleaned_images10M/part2/sentinel_image_48.98666517640032_17.318904744103.tif,PowerPlant
25927,/shared/data/cleaned_images10M/part5/sentinel_image_46.34493750981522_16.272547101160583.tif,PowerPlant
25928,/shared/data/cleaned_images10M/part5/sentinel_image_52.58455784179882_4.219311944958492.tif,PowerPlant
25929,/shared/data/cleaned_images10M/part8/sentinel_image_40.56752220116184_21.68543567715117.tif,PowerPlant
25930,/shared/data/cleaned_images10M/part1/sentinel_image_42.48056005760204_-71.90320657910246.tif,PowerPlant
25931,/shared/data/cleaned_images10M/part6/sentinel_image_22.81945275864209_101.1884942784107.tif,PowerPlant
25932,/shared/data/cleaned_images10M/part5/sentinel_image_31.952514699188715_54.06215582127332.tif,PowerPlant
25933,/shared/data/cleaned_images10M/part6/sentinel_image_37.85526015213325_-93.99745065507892.tif,PowerPlant
25934,/shared/data/cleaned_images10M/part1/sentinel_image_46.760070679814966_-0.6502755471966094.tif,PowerPlant
25935,/shared/data/cleaned_images10M/part2/sentinel_image_32.649849653921265_120.90831139540244.tif,PowerPlant
25936,/shared/data/cleaned_images10M/part2/sentinel_image_51.64549822168817_12.0066274799338.tif,PowerPlant
25937,/shared/data/cleaned_images10M/part2/sentinel_image_36.05447076590397_114.08686445391244.tif,PowerPlant
25938,/shared/data/cleaned_images10M/part2/sentinel_image_13.931501436326558_120.7875778212168.tif,PowerPlant
25939,/shared/data/cleaned_images10M/part2/sentinel_image_28.12132762118624_-81.09908047957717.tif,PowerPlant
25940,/shared/data/cleaned_images10M/part6/sentinel_image_39.90701443128784_-74.17702222626579.tif,PowerPlant
25941,/shared/data/cleaned_images10M/part1/sentinel_image_51.05483454304285_-2.320423323431624.tif,PowerPlant
25942,/shared/data/cleaned_images10M/part3/sentinel_image_35.875319461223995_102.23485192135313.tif,PowerPlant
25943,/shared/data/cleaned_images10M/part8/sentinel_image_50.59725169393764_-3.5277590652882607.tif,PowerPlant
25944,/shared/data/cleaned_images10M/part7/sentinel_image_48.38889714418851_-4.252160510402243.tif,PowerPlant
25945,/shared/data/cleaned_images10M/part1/sentinel_image_47.66219539703772_129.66149552386307.tif,PowerPlant
25946,/shared/data/cleaned_images10M/part1/sentinel_image_40.10738217330822_-76.47096013579339.tif,PowerPlant
25947,/shared/data/cleaned_images10M/part3/sentinel_image_43.656508572644704_-82.74910599344791.tif,PowerPlant
25948,/shared/data/cleaned_images10M/part5/sentinel_image_36.20074651033706_114.127108978641.tif,PowerPlant
25949,/shared/data/cleaned_images10M/part3/sentinel_image_43.93247877009083_-75.28374665630103.tif,PowerPlant
25950,/shared/data/cleaned_images10M/part1/sentinel_image_-21.073802646227875_-49.90957381494739.tif,PowerPlant
25951,/shared/data/cleaned_images10M/part4/sentinel_image_53.44403807541982_6.855328314678816.tif,PowerPlant
25952,/shared/data/cleaned_images10M/part6/sentinel_image_28.916943590611453_103.54279897503116.tif,PowerPlant
25953,/shared/data/cleaned_images10M/part5/sentinel_image_-33.534307069497565_-70.25318106523171.tif,PowerPlant
25954,/shared/data/cleaned_images10M/part1/sentinel_image_44.795593453354456_-95.36576449584976.tif,PowerPlant
25955,/shared/data/cleaned_images10M/part2/sentinel_image_22.13148617057292_102.97937562883138.tif,PowerPlant
25956,/shared/data/cleaned_images10M/part8/sentinel_image_-14.038212591849495_-42.62531483907902.tif,PowerPlant
25957,/shared/data/cleaned_images10M/part3/sentinel_image_30.956946253971648_20.115899212737546.tif,PowerPlant
25958,/shared/data/cleaned_images10M/part2/sentinel_image_40.65917340926009_-73.9959218649873.tif,PowerPlant
25959,/shared/data/cleaned_images10M/part1/sentinel_image_14.769751730908752_102.07387382243893.tif,PowerPlant
25960,/shared/data/cleaned_images10M/part7/sentinel_image_42.95364666674021_0.2149817344673135.tif,PowerPlant
25961,/shared/data/cleaned_images10M/part1/sentinel_image_38.26718430477964_-93.41390504651488.tif,PowerPlant
25962,/shared/data/cleaned_images10M/part2/sentinel_image_42.74711508926416_-114.15995754408476.tif,PowerPlant
25963,/shared/data/cleaned_images10M/part5/sentinel_image_14.808663013604107_120.36501031156692.tif,PowerPlant
25964,/shared/data/cleaned_images10M/part7/sentinel_image_37.48893596418683_-99.9335180525407.tif,PowerPlant
25965,/shared/data/cleaned_images10M/part1/sentinel_image_-5.078886530441203_-35.88435694704613.tif,PowerPlant
25966,/shared/data/cleaned_images10M/part3/sentinel_image_10.846280389209392_77.50459147565634.tif,PowerPlant
25967,/shared/data/cleaned_images10M/part6/sentinel_image_-24.083292426743643_-47.51502459359839.tif,PowerPlant
25968,/shared/data/cleaned_images10M/part1/sentinel_image_34.410965559247686_-117.46000857182622.tif,PowerPlant
25969,/shared/data/cleaned_images10M/part1/sentinel_image_37.21701395244097_-8.518080131629025.tif,PowerPlant
25970,/shared/data/cleaned_images10M/part5/sentinel_image_44.83841532998839_8.766943239285158.tif,PowerPlant
25971,/shared/data/cleaned_images10M/part8/sentinel_image_38.81802795158215_27.25930235205597.tif,PowerPlant
25972,/shared/data/cleaned_images10M/part8/sentinel_image_0.1864814459589099_101.85252893643184.tif,PowerPlant
25973,/shared/data/cleaned_images10M/part1/sentinel_image_40.58280613233905_-74.2575112757229.tif,PowerPlant
25974,/shared/data/cleaned_images10M/part6/sentinel_image_36.62178686247342_-120.09602494154652.tif,PowerPlant
25975,/shared/data/cleaned_images10M/part8/sentinel_image_-31.189016529409525_-71.01782703507426.tif,PowerPlant
25976,/shared/data/cleaned_images10M/part2/sentinel_image_30.090274357269926_114.93199947321207.tif,PowerPlant
25977,/shared/data/cleaned_images10M/part2/sentinel_image_34.841475096036895_-79.127098767878.tif,PowerPlant
25978,/shared/data/cleaned_images10M/part2/sentinel_image_51.52046250124173_14.381054438918518.tif,PowerPlant
25979,/shared/data/cleaned_images10M/part5/sentinel_image_20.19882200101566_-100.87926438366172.tif,PowerPlant
25980,/shared/data/cleaned_images10M/part2/sentinel_image_51.65798287438917_-3.688737164202479.tif,PowerPlant
25981,/shared/data/cleaned_images10M/part8/sentinel_image_45.36393706985956_-94.11818422926456.tif,PowerPlant
25982,/shared/data/cleaned_images10M/part2/sentinel_image_47.49931382336587_14.461543488375629.tif,PowerPlant
25983,/shared/data/cleaned_images10M/part2/sentinel_image_21.776888818593555_72.97708244369396.tif,PowerPlant
25984,/shared/data/cleaned_images10M/part1/sentinel_image_52.302455079917685_11.684671282105365.tif,PowerPlant
25985,/shared/data/cleaned_images10M/part6/sentinel_image_38.94334206744333_-5.882063761908703.tif,PowerPlant
25986,/shared/data/cleaned_images10M/part7/sentinel_image_22.800904172086224_113.36246300879846.tif,PowerPlant
25987,/shared/data/cleaned_images10M/part2/sentinel_image_51.70788710406169_-0.2075857751825093.tif,PowerPlant
25988,/shared/data/cleaned_images10M/part1/sentinel_image_41.493442622022044_113.9258863549982.tif,PowerPlant
25989,/shared/data/cleaned_images10M/part1/sentinel_image_-23.64164128165709_-46.62964504957019.tif,PowerPlant
25990,/shared/data/cleaned_images10M/part7/sentinel_image_36.16826435040374_-99.34997244397668.tif,PowerPlant
25991,/shared/data/cleaned_images10M/part1/sentinel_image_-9.389646020806367_-38.19841711893802.tif,PowerPlant
25992,/shared/data/cleaned_images10M/part1/sentinel_image_42.24266484047085_-70.95746024798142.tif,PowerPlant
25993,/shared/data/cleaned_images10M/part2/sentinel_image_34.44416091710124_-97.27737942045611.tif,PowerPlant
25994,/shared/data/cleaned_images10M/part7/sentinel_image_41.22157493917238_-94.440140427093.tif,PowerPlant
25995,/shared/data/cleaned_images10M/part5/sentinel_image_9.459815493183283_78.57107138096305.tif,PowerPlant
25996,/shared/data/cleaned_images10M/part7/sentinel_image_-12.549948158759934_-76.732549546529.tif,PowerPlant
25997,/shared/data/cleaned_images10M/part1/sentinel_image_48.88091377142672_8.666331927463771.tif,PowerPlant
25998,/shared/data/cleaned_images10M/part8/sentinel_image_41.357650730613926_15.346923032403827.tif,PowerPlant
25999,/shared/data/cleaned_images10M/part5/sentinel_image_24.56982463410402_116.62226951181138.tif,PowerPlant
26000,/shared/data/cleaned_images10M/part6/sentinel_image_48.10750829046688_-2.0185893879674643.tif,PowerPlant
26001,/shared/data/cleaned_images10M/part2/sentinel_image_37.95052532520904_127.81024738634952.tif,PowerPlant
26002,/shared/data/cleaned_images10M/part8/sentinel_image_29.18080819795021_74.02344008663638.tif,PowerPlant
26003,/shared/data/cleaned_images10M/part6/sentinel_image_39.67509060089017_114.5496764882908.tif,PowerPlant
26004,/shared/data/cleaned_images10M/part5/sentinel_image_52.90128448941813_-1.837489026688969.tif,PowerPlant
26005,/shared/data/cleaned_images10M/part3/sentinel_image_40.24575362215658_-111.64467474855007.tif,PowerPlant
26006,/shared/data/cleaned_images10M/part1/sentinel_image_32.514206127942714_105.61539199855171.tif,PowerPlant
26007,/shared/data/cleaned_images10M/part3/sentinel_image_33.492949546174174_35.328329560131166.tif,PowerPlant
26008,/shared/data/cleaned_images10M/part5/sentinel_image_53.73070467912325_-78.56367542167823.tif,PowerPlant
26009,/shared/data/cleaned_images10M/part7/sentinel_image_44.17831900415914_-93.85659481852898.tif,PowerPlant
26010,/shared/data/cleaned_images10M/part1/sentinel_image_38.01396690648083_-121.76617271778156.tif,PowerPlant
26011,/shared/data/cleaned_images10M/part5/sentinel_image_41.659024700321154_-76.04839262614358.tif,PowerPlant
26012,/shared/data/cleaned_images10M/part3/sentinel_image_39.78341902614105_-93.55476088306482.tif,PowerPlant
26013,/shared/data/cleaned_images10M/part5/sentinel_image_37.55277437392646_-8.075390359614925.tif,PowerPlant
26014,/shared/data/cleaned_images10M/part5/sentinel_image_43.52534108753501_0.4162043581100863.tif,PowerPlant
26015,/shared/data/cleaned_images10M/part2/sentinel_image_50.826603738773294_-1.9179780761460783.tif,PowerPlant
26016,/shared/data/cleaned_images10M/part2/sentinel_image_-21.9349829060759_-46.81074541084869.tif,PowerPlant
26017,/shared/data/cleaned_images10M/part8/sentinel_image_49.14487240385645_15.04508909693967.tif,PowerPlant
26018,/shared/data/cleaned_images10M/part3/sentinel_image_48.21488661232244_10.89990304989855.tif,PowerPlant
